ticker,sector,exchange,volume of listed
VGI,Dịch vụ viễn thông,UPCoM,3043811200
VGL,Nguyên vật liệu,UPCoM,9325155
VGP,Vận tải,HNX,8214692
VGR,Vận tải,UPCoM,63250000
VGS,Nguyên vật liệu,HNX,55932126
VGT,Hàng tiêu dùng và trang trí,UPCoM,500000000
VGV,Dịch vụ chuyên biệt và thương mại,UPCoM,35774448
VHC,"Thực phẩm, đồ uống và thuốc lá",HOSE,183376956
VHD,Phát triển và quản lý bất động sản,UPCoM,38000000
VHE,"Thực phẩm, đồ uống và thuốc lá",HNX,33140000
VHF,"Thực phẩm, đồ uống và thuốc lá",UPCoM,21500000
VHG,Nguyên vật liệu,UPCoM,150000000
VHH,Nguyên vật liệu,UPCoM,7500000
VHL,Nguyên vật liệu,HNX,25000000
VHM,Phát triển và quản lý bất động sản,HOSE,3349513918
VIB,Tổ chức tín dụng,HOSE,1553142993
VIC,Phát triển và quản lý bất động sản,HOSE,3382430590
VID,Phân phối và bán lẻ hàng lâu bền,HOSE,35510789
VIE,Dịch vụ viễn thông,UPCoM,5061244
VIF,Nguyên vật liệu,HNX,350000000
VIG,Dịch vụ tài chính,HNX,45133300
VIH,Nguyên vật liệu,UPCoM,5600000
VIM,Nguyên vật liệu,UPCoM,1250000
VIN,Vận tải,UPCoM,25500000
VIP,Vận tải,HOSE,68470941
VIR,Dịch vụ tiêu dùng,UPCoM,8240000
VIT,Nguyên vật liệu,HNX,50000000
VIW,Tư liệu sản xuất,UPCoM,58018600
VIX,Dịch vụ tài chính,HOSE,127718975
VJC,Vận tải,HOSE,541611334
VKC,Phân phối và bán lẻ hàng lâu bền,UPCoM,20000000
VKP,Nguyên vật liệu,UPCoM,8000000
VLA,Dịch vụ tiêu dùng,HNX,3995996
VLB,Nguyên vật liệu,UPCoM,46921600
VLC,"Thực phẩm, đồ uống và thuốc lá",UPCoM,212491611
VLF,"Thực phẩm, đồ uống và thuốc lá",UPCoM,11959982
VLG,Vận tải,UPCoM,14212130
VLP,Dịch vụ tiện ích,UPCoM,3536222
VLW,Dịch vụ tiện ích,UPCoM,28900000
VMA,Xe và linh kiện,UPCoM,2700000
VMC,Tư liệu sản xuất,HNX,26134132
VMD,Phân phối và bán lẻ hàng lâu bền,HOSE,15440268
VMG,Dịch vụ tiện ích,UPCoM,9600000
VMK,Dịch vụ tiện ích,UPCoM,3885000
VMS,Vận tải,HNX,9000000
VMT,Vận tải,UPCoM,3150000
VNA,Vận tải,UPCoM,33999960
VNB,Truyền thông và giải trí,UPCoM,67909960
VNC,Dịch vụ chuyên biệt và thương mại,HNX,10499955
VND,Dịch vụ tài chính,HOSE,0
VNE,Tư liệu sản xuất,HOSE,90432953
VNF,Vận tải,HNX,31715880
VNG,Dịch vụ tiêu dùng,HOSE,97276608
VNH,"Thực phẩm, đồ uống và thuốc lá",UPCoM,8023071
VNI,Phát triển và quản lý bất động sản,UPCoM,10559996
VNL,Vận tải,HOSE,9427000
VNM,"Thực phẩm, đồ uống và thuốc lá",HOSE,2089955445
VNP,Nguyên vật liệu,UPCoM,19428913
VNR,Bảo hiểm,HNX,165810617
VNS,Vận tải,HOSE,67859192
VNT,Vận tải,HNX,16699497
VNX,Truyền thông và giải trí,UPCoM,1224948
VNY,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,16249969
VNZ,Truyền thông và giải trí,UPCoM,28736000
VOC,"Thực phẩm, đồ uống và thuốc lá",UPCoM,121800000
VOS,Vận tải,HOSE,140000000
VPA,Vận tải,UPCoM,15076177
VPB,Tổ chức tín dụng,HOSE,2456748366
VPC,Tư liệu sản xuất,UPCoM,5625000
VPD,Dịch vụ tiện ích,HOSE,106589629
VPG,Phân phối và bán lẻ hàng lâu bền,HOSE,43119688
VPH,Phát triển và quản lý bất động sản,HOSE,95357800
VPI,Phát triển và quản lý bất động sản,HOSE,199999900
VPR,Phát triển và quản lý bất động sản,UPCoM,5033539
VPS,Nguyên vật liệu,HOSE,24460792
VPW,Dịch vụ tiện ích,UPCoM,11168676
VQC,Dịch vụ chuyên biệt và thương mại,UPCoM,3599580
VRC,Phát triển và quản lý bất động sản,HOSE,50000000
VRE,Phát triển và quản lý bất động sản,HOSE,2328818410
VRG,Phát triển và quản lý bất động sản,UPCoM,25894868
VSA,Vận tải,HNX,14096486
VSC,Vận tải,HOSE,55122798
VSE,Tư liệu sản xuất,UPCoM,8937250
VSF,"Thực phẩm, đồ uống và thuốc lá",UPCoM,500000000
VSG,Vận tải,UPCoM,11044000
VSH,Dịch vụ tiện ích,HOSE,236241246
VSI,Tư liệu sản xuất,HOSE,13200000
VSM,Vận tải,HNX,3354996
VSN,"Thực phẩm, đồ uống và thuốc lá",UPCoM,80914300
VST,Vận tải,UPCoM,66999337
VTA,Nguyên vật liệu,UPCoM,8000000
VTB,Công nghệ phần cứng và thiết bị,HOSE,11982050
VTC,Dịch vụ viễn thông,HNX,4534696
VTD,Vận tải,UPCoM,12000000
VTE,Chất bán dẫn và thiết bị bán dẫn,UPCoM,15600000
VTG,Dịch vụ tiêu dùng,UPCoM,18644500
VTH,Hàng tiêu dùng và trang trí,HNX,7899989
VTI,Hàng tiêu dùng và trang trí,UPCoM,3500000
VTJ,Phát triển và quản lý bất động sản,HNX,11400000
VTK,Dịch vụ viễn thông,UPCoM,9383230
VTL,"Thực phẩm, đồ uống và thuốc lá",UPCoM,10119984
VTM,Vận tải,UPCoM,3279797
VTO,Vận tải,HOSE,79866666
VTP,Vận tải,HOSE,0
VTQ,Nguyên vật liệu,UPCoM,17081791
VTR,Vận tải,UPCoM,29239090
VTS,Nguyên vật liệu,UPCoM,2000205
VTV,Phân phối và bán lẻ hàng lâu bền,HNX,31199825
VTX,Vận tải,UPCoM,20972321
VTZ,Nguyên vật liệu,HNX,48159833
VUA,Dịch vụ tài chính,UPCoM,33900000
VVN,Tư liệu sản xuất,UPCoM,55000000
VVS,Phân phối và bán lẻ hàng lâu bền,UPCoM,21525000
VW3,Tư liệu sản xuất,UPCoM,2000000
VWS,Dịch vụ tiện ích,UPCoM,3600000
VXB,Tư liệu sản xuất,UPCoM,4049006
VXP,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,3600000
VXT,Phân phối và bán lẻ hàng lâu bền,UPCoM,6011932
WCS,Vận tải,HNX,2500000
WSB,"Thực phẩm, đồ uống và thuốc lá",UPCoM,14500000
WSS,Dịch vụ tài chính,HNX,50300000
WTC,Vận tải,UPCoM,10000000
X20,Hàng tiêu dùng và trang trí,HNX,17250000
X26,Hàng tiêu dùng và trang trí,UPCoM,5000000
X77,Nguyên vật liệu,UPCoM,1340877
XDH,Phát triển và quản lý bất động sản,UPCoM,27026907
XHC,Nguyên vật liệu,UPCoM,21096500
XLV,Tư liệu sản xuất,UPCoM,3000000
XMC,Phát triển và quản lý bất động sản,UPCoM,71405689
XMD,Nguyên vật liệu,UPCoM,4000000
XMP,Dịch vụ tiện ích,UPCoM,15000000
XPH,Đồ gia dụng và cá nhân,UPCoM,12972475
YBC,Nguyên vật liệu,UPCoM,11800000
YBM,Nguyên vật liệu,HOSE,14299880
YEG,Truyền thông và giải trí,HOSE,31279968
YTC,Phân phối và bán lẻ hàng lâu bền,UPCoM,9548000
126IBC,,OTC,0
3TAudit,,Khác,0
AA,,Khác,0
AAAA,,OTC,0
AAAT,,Khác,0
AAC,,Khác,0
AACA,,Khác,0
AACC,,Khác,0
AACVN,,Khác,0
AAFC,,Khác,0
AASC,,Khác,0
AASCN,,Khác,0
AASCS,,Khác,0
AAUS,,OTC,3500000
ABA,,Khác,0
ABBVietNam,,Khác,0
ABFM,,OTC,0
AC4,Tư liệu sản xuất,OTC,2940862
ACAGroup,,Khác,0
ACBC,,Khác,0
ACBS,,Khác,150000000
ACCCO,,OTC,0
ACGroup,,Khác,0
ACHAU,,OTC,5000000
AChauAudit,,Khác,0
Aclii,,OTC,0
ACPA,,Khác,0
ACSVN,,OTC,10800000
ACVietNam,,Khác,0
AEAAudit,,Khác,0
AECS,,OTC,0
AFC,Dịch vụ chuyên biệt và thương mại,OTC,10688363
AFCAudit,,Khác,0
AFCC,,Khác,0
AFCVietNam,,Khác,0
AFCVietnamFund,,Khác,0
AFPAudit,,Khác,0
AFVI,,Khác,0
AGC,"Thực phẩm, đồ uống và thuốc lá",OTC,8300000
AGD,"Thực phẩm, đồ uống và thuốc lá",OTC,11999930
AGE,Dịch vụ tiện ích,OTC,19893000
Agribank,,Khác,0
AGRIMECO,,OTC,0
AgrimexcoCaMau,,OTC,5000000
AGRITOUR,,OTC,0
AGROMAS,,OTC,0
AGTourimex,,OTC,0
AIA,,Khác,0
AICA,,Khác,0
AICapital,,Khác,0
AIG,Bán lẻ thực phẩm và nhu yếu phẩm,Khác,0
Airserco,,OTC,2800000
AISC,,Khác,0
AITS,,OTC,0
ALC,,OTC,2890000
ALP,Hàng tiêu dùng và trang trí,OTC,192484413
ALS,,OTC,0
AMIC,,OTC,12000000
ANCO,,OTC,0
AnPhatAudit,,Khác,0
AnphatCapital,,OTC,2500000
AnPhu,,OTC,0
AnPhuCorp,,OTC,0
AnPhuGroup,,Khác,0
Anresco,,OTC,0
ANZB,,Khác,0
AON,,Khác,0
APBAudit,,Khác,0
ApecAudit,,Khác,0
Aplaco,,OTC,0
APRest,,OTC,50000000
APSC,,OTC,0
AQN,Hàng tiêu dùng và trang trí,OTC,1511097
Artexport,,OTC,0
ArtexSaigon,,OTC,2564430
ASCAudit,,Khác,0
ASCH,,OTC,0
ASCO,,Khác,0
ASCSaiGon,,OTC,0
ASD,Tư liệu sản xuất,OTC,4500000
AseanAudit,,Khác,0
ASIACorp,,OTC,3600000
ASIAGF,Dịch vụ tài chính,Khác,24008000
ASNAF,,Khác,0
ATAAudit,,Khác,0
ATAX,,Khác,0
ATC,,OTC,3000000
ATD,Hàng tiêu dùng và trang trí,OTC,1544300
ATICVietnam,,Khác,0
ATSC,,OTC,4100000
AUDI,,Khác,0
AuditConsult,,Khác,0
AuLac,,Khác,0
AUM,"Thực phẩm, đồ uống và thuốc lá",OTC,1000000
Auto15,,OTC,0
AVA,,Khác,0
AVICO,,Khác,0
Avicon,,OTC,0
AVINA,,Khác,0
AVS,Dịch vụ tài chính,OTC,0
AzureCity,,OTC,60000000
B82,Tư liệu sản xuất,OTC,5000000
BacGiang,,OTC,0
BachViet,,OTC,0
BAFECO,,OTC,0
BAM,Nguyên vật liệu,OTC,30000000
BaoBi277,,Khác,0
BaoBiDuoc,,OTC,0
BaoHoLaoDong,,OTC,0
BaoVietBank,,OTC,300000000
BaoVietResort,,OTC,0
Barotex,,OTC,65200000
BAS,"Thực phẩm, đồ uống và thuốc lá",OTC,9600000
Baseafood,,OTC,4800000
BAV,,OTC,0
BBL,,OTC,0
BCEL,,Lào,136577600
BCEL-KT,,Khác,0
BCI,Phát triển và quản lý bất động sản,Khác,86720144
BDC,Tư liệu sản xuất,OTC,21735900
BDF,Hàng tiêu dùng và trang trí,OTC,1550000
BDMienTrung,,OTC,0
BDOAudit,,Khác,0
BDP,Phát triển và quản lý bất động sản,OTC,25000000
BDS,"Thực phẩm, đồ uống và thuốc lá",OTC,3400000
BDSDKVN,,OTC,0
BDSThanhNien,,OTC,0
BecamexCMC,,OTC,0
BenhVienGiaoThong,,OTC,0
BenThanhG,,OTC,0
Benthanhhouse,,OTC,0
Beta,,OTC,40000000
BeTongHaiAu,,OTC,0
BGM,Nguyên vật liệu,OTC,45753840
BHAAC,,Khác,0
BHDienMay,,OTC,0
BHS,"Thực phẩm, đồ uống và thuốc lá",Khác,297874449
BHT,Tư liệu sản xuất,OTC,4565000
BHV,Nguyên vật liệu,OTC,972013
BiaCanTho,,OTC,2390000
BiaSaiGonDongNai,,OTC,0
BiaSaiGonHaNam,,OTC,0
BiaSaiGonPhuYen,,OTC,6000000
BiaSaiGonQuyNhon,,OTC,0
BiaVietHa,,OTC,0
BIDVMetlife,,Khác,0
BinhAnSeaFood,,OTC,50000000
BinhDien,,OTC,0
BinhDinh,,OTC,0
BinhTriThien,,OTC,0
Biprica,,OTC,0
BJC,,OTC,0
BKH,"Thực phẩm, đồ uống và thuốc lá",OTC,1750000
BLU,Dịch vụ chuyên biệt và thương mại,OTC,1337600
Bluechipfund,,OTC,0
BLW,Dịch vụ tiện ích,OTC,11168800
BM9,Phân phối và bán lẻ hàng lâu bền,OTC,3795680
BMJC,,OTC,0
BNC,,OTC,216400000
BongSen,,OTC,32663788
BOT741,,Khác,0
BOTRM,,Khác,0
BPMC,,OTC,0
BPW,Dịch vụ tiện ích,OTC,13203858
Britec,,OTC,0
BSMCorp,,OTC,0
BTC,Tư liệu sản xuất,OTC,30000000
BTCom,,OTC,0
BTJ,,OTC,0
BTL,,OTC,13625400
BTR,Vận tải,OTC,1850000
BTWASECO,,OTC,0
BUD,Dịch vụ chuyên biệt và thương mại,OTC,10000000
BuuDienCM,,OTC,0
BVA,,OTC,0
BVC,,OTC,24000000
BVF1,,Khác,0
BVFED,,OTC,0
BVFMC,,Khác,0
BVIM,,Khác,0
BXBTQuangNinh,,Khác,0
BXD,Vận tải,OTC,1736500
BXT,Vận tải,OTC,63400
C36,Tư liệu sản xuất,OTC,1123500
C42,,OTC,0
C71,Tư liệu sản xuất,OTC,5000000
CAA,,Khác,0
CADICO,,OTC,0
Cafatex,,OTC,0
CafeControl,,OTC,1700000
CAGLOBAL,,Khác,0
CAM,Dịch vụ tiện ích,OTC,1310700
CamRanh,,OTC,0
CangVatCach,,OTC,0
CanHoNamLong,,OTC,0
CanhXuanAudit,,Khác,0
CaoSuBinhDuong,,OTC,0
CAPHEDALAT,,Khác,0
CapitaLand,,Khác,0
CapNuocCanTho2,,OTC,0
CapNuocNghiaLo,,Khác,0
CapNuocYenBai,,Khác,0
CapQuang,,OTC,0
CapVietNhat,,OTC,10000000
Caric,,OTC,0
CASHIN,,OTC,4732985
CASOCO,,OTC,0
CathayLife,,Khác,0
CatTuongAudit,,Khác,0
Cau14,,OTC,0
CauGiay,,OTC,7670000
CauTre,,OTC,11700000
CAV,Hàng tiêu dùng và trang trí,OTC,57600000
Cavicob,,OTC,7000000
CavicoEc,,OTC,3250000
CavicoGiaoThong,,OTC,0
CavicoHaTang,,OTC,0
CavicoHC,,OTC,6455103
CavicoVN,,OTC,0
CayTrong,,OTC,0
CBBank,,Khác,750000000
CBC,"Thực phẩm, đồ uống và thuốc lá",OTC,11882400
CBV,,Khác,0
CC7,,OTC,3167323
CCH,Dịch vụ chuyên biệt và thương mại,OTC,1000000
CCN2,,OTC,0
CEC,Dịch vụ chuyên biệt và thương mại,OTC,5977036
CEE,Tư liệu sản xuất,OTC,41500000
CemacoHanoi,,OTC,0
CER,Dịch vụ chuyên biệt và thương mại,OTC,1335000
CFC,"Thực phẩm, đồ uống và thuốc lá",OTC,2234280
CGL,Phân phối và bán lẻ hàng lâu bền,OTC,1880000
CGP,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",Khác,10735708
CheBienLamSan,,Khác,0
CheBienThucPham,,Khác,0
CheLamDong,,OTC,0
CHIN2,,OTC,0
ChipSang,,OTC,0
ChoLonTourist,,OTC,0
ChuanVang,,Khác,0
CHUBBLIFE,,Khác,0
ChubbLifeVN,,Khác,0
CHULAIQN,,OTC,0
CIC,Tư liệu sản xuất,OTC,4635062
CIC1,,OTC,1537200
CIC8,,OTC,400000
CICP1,,OTC,0
CIE,,OTC,0
CIENCO1,,OTC,0
CIENCO473,,OTC,2000000
CIENCO5,,OTC,0
CIENCO503,,OTC,0
CIENCO610,,OTC,2686300
CIENCO624,,OTC,0
CIENCO8,,Khác,0
Ciencoland,,OTC,0
CIMB,,Khác,33334000
Cistra,,OTC,0
CIV,,OTC,3155930
CJC203,,OTC,0
CKH,Tư liệu sản xuất,OTC,1037626
CKI,,OTC,0
CKTAYNINH,,OTC,0
CLP,"Thực phẩm, đồ uống và thuốc lá",OTC,8000000
CLS,Dịch vụ tài chính,Khác,0
CMCHanoi,,OTC,0
CMIBBank,,Khác,0
CNH,Vận tải,OTC,24539049
CO122,,OTC,0
CoKhiDuyenHai,,Khác,0
CoKhiHonGai,,OTC,0
CokhiNgoGiaTu,,OTC,0
CoKhiOTo32,,OTC,0
COMPT,,Khác,0
ConDao,,OTC,0
CongNgheCao,,OTC,0
CongNghiepMasan,,OTC,0
CongNghiepPhuYen,,OTC,0
CongThanh,,OTC,0
CongTrinh134,,OTC,0
CongTrinh525,,OTC,3130000
CongTrinhBuuDien,,OTC,0
CongTrinhGTDB,,OTC,0
CongTrinhHaNoi,,OTC,0
CongTy118,,OTC,0
CONSTRAD423,,OTC,1250000
CoopBank,,Khác,0
COPAC,,OTC,9700000
Coresco,,OTC,2600000
Cosaco,,OTC,0
Cosevco1,,OTC,0
Cosevco75,,OTC,0
COT60,,OTC,0
Cotec,,OTC,0
CotecAnpha,,OTC,0
COXANO,,OTC,1556240
CPAHaNoi,,Khác,0
CPAHCM,,Khác,0
CPAVietNam,,Khác,0
CPHACO,,Khác,0
CPT,,OTC,0
CPW,Tư liệu sản xuất,OTC,26875000
CRV,,Khác,0
CSCJ,,OTC,7573667
CSG,Dịch vụ viễn thông,Khác,29742020
CST124,,OTC,0
CT185,,Khác,0
CT5,Tư liệu sản xuất,OTC,4400000
CTCCorp,,OTC,0
CTE,,OTC,0
CTGT,,OTC,6000000
CTM,Tư liệu sản xuất,OTC,4399996
CTV,Phân phối và bán lẻ hàng lâu bền,OTC,2000000
Cty479,,OTC,0
CTYCN2,,Khác,0
CVC,Hàng tiêu dùng và trang trí,OTC,2200000
CVH,Dịch vụ chuyên biệt và thương mại,OTC,1280000
CVP,Vận tải,OTC,3425980
CVS,,OTC,0
CXC,,OTC,0
CXH,Vận tải,OTC,1885306
CZC,Năng lượng,OTC,5602590
D26,Tư liệu sản xuất,OTC,1000000
DAB,,Khác,310000000
DaBinhDinh,,OTC,0
DaGiayHaiPhong,,OTC,0
DaGiayVietNam,,OTC,0
DaichiLife,,Khác,0
DaiMo,,OTC,0
DaiNam,,Khác,0
DaiNamAudit,,Khác,0
DaiTinAudit,,Khác,0
DaNangXD,,OTC,0
DANATEX,,OTC,0
DAP,Nguyên vật liệu,OTC,1680000
DAR,Dịch vụ chuyên biệt và thương mại,OTC,6500000
DaTayDo,,OTC,0
DATC,,Khác,0
DatVang,,OTC,0
DauTuHaNoi,,OTC,0
DBF,Phân phối và bán lẻ hàng lâu bền,OTC,3679200
DBH,Tư liệu sản xuất,OTC,2200000
DBW,Dịch vụ tiện ích,OTC,39320100
DCC,Tư liệu sản xuất,OTC,10300000
DCD,Dịch vụ tiêu dùng,Khác,11294323
DCI,Nguyên vật liệu,OTC,2412518
DCPA,,Khác,0
DDS,,OTC,3000000
Deloitte,,Khác,0
DeltaAgf,,OTC,5691644
DeltaCorp,,OTC,0
DeltaTower,,OTC,24000000
DetHaDong,,OTC,1300000
DetPhongPhu,,OTC,0
DetVinhPhu,,OTC,0
DeutscheBank,,Khác,0
DFK,,Khác,0
DFS,"Thực phẩm, đồ uống và thuốc lá",OTC,22500000
DFVN,,Khác,0
DGL,Nguyên vật liệu,Khác,99785463
DHI,Dịch vụ chuyên biệt và thương mại,Khác,2628042
DHL,Nguyên vật liệu,Khác,5500000
DIAOC3,,OTC,0
DIAOC8,,Khác,0
DiaOcGiaDinh,,OTC,0
DIC1,,OTC,2000000
DICThanhBinh,,OTC,500000
DienLucDaNang,,OTC,0
DienNuocHaNoi,,OTC,0
DienThuBon,,OTC,0
Diginet,,OTC,1500000
DinhThien,,Khác,0
DKH,Dịch vụ chuyên biệt và thương mại,OTC,212036
DKP,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",OTC,3003910
DLBD,,OTC,0
DLC,Dịch vụ tiêu dùng,OTC,4780080
DLM,Tư liệu sản xuất,OTC,1160250
DLTHUDUC,,Khác,0
DLV,"Thực phẩm, đồ uống và thuốc lá",OTC,0
DLX,,OTC,0
DMH,,OTC,2500000
DMTC,,OTC,0
DNB,Phân phối và bán lẻ hàng lâu bền,OTC,1447554
DNF,"Thực phẩm, đồ uống và thuốc lá",OTC,5000000
DNG,,OTC,0
DNPAudit,,Khác,0
DNR,Vận tải,OTC,1577500
DNS,Nguyên vật liệu,OTC,21600000
DNTD,,OTC,0
DNV,,OTC,8100000
DNY,Nguyên vật liệu,OTC,26999517
Donatraco,,OTC,0
DongABank,,OTC,500000000
DongACapital,,Khác,0
DongAnhSteel,,OTC,0
DongASecurities,,Khác,50000000
DongDuong,,Khác,0
DongLong,,Khác,0
DongNam,,Khác,0
DongPhuongAudit,,Khác,0
DongTam,,OTC,0
DongTauAnPhu,,OTC,0
DongThang,,Khác,0
DongThapTourist,,OTC,0
DongTien,,OTC,0
DongXanh,,OTC,0
DoThi18,,OTC,0
DothiGialai,,OTC,0
DoThiGiaLam,,Khác,0
DPD,Nguyên vật liệu,Khác,12000000
DSS,Vận tải,OTC,2045000
DSV,Vận tải,OTC,1229579
DSVN,,Khác,0
DT319,,OTC,0
DT4,Vận tải,OTC,1160000
DTF,,OTC,10723266
DTLAuditing,,Khác,0
DTN,Đồ gia dụng và cá nhân,OTC,2200000
DTS,,OTC,10450000
DTSC,,OTC,4000000
DTV,Dịch vụ tiện ích,OTC,5280000
DucAnhAudit,,Khác,0
DucKhai,,Khác,0
DucTanLong,,OTC,0
DuLichDaNang,,OTC,0
DULICHKHANHHOA,,OTC,0
DuLichTaCu,,OTC,0
DuLichThanhBinh,,OTC,0
DuLichThanhHoa,,OTC,0
DuLichThuongMai,,OTC,0
DuocBaoChau,,OTC,0
DuocDomedic,,OTC,0
DuocICA,,OTC,0
DuocLieuTW2,,OTC,2800000
DuocNamHa,,OTC,0
DuocPham32,,OTC,0
DuocTanPhat,,OTC,3600000
DuocYenBai,,OTC,0
DuongBo234,,OTC,0
DuongBoDakLak,,Khác,0
DuongCanTho,,OTC,13080547
DuongLaNga,,OTC,0
DuongSatPhiaNam,,OTC,0
DuongSocTrang,,OTC,0
DuyHoang07,,OTC,0
DVCCBinhDuong,,OTC,0
DVD,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",Khác,11910000
DVH,Dịch vụ chuyên biệt và thương mại,Khác,11000000
DVSC,,OTC,25000000
DVVTKHANHHOA,,OTC,0
DX2,Tư liệu sản xuất,OTC,4950000
DXD,Tư liệu sản xuất,OTC,1019700
EAD,Dịch vụ tiện ích,OTC,2877800
EasternAudit,,Khác,0
EBA,Dịch vụ tiện ích,OTC,15500000
ECC,,OTC,15000000
ECOVIS,,Khác,0
Eden,,OTC,0
EDL-Gen,,Lào,1226216765
EDX,,OTC,20612000
EIFMC,,Khác,2500000
EJung,,Khác,0
ELINCO,,OTC,0
EMC,Hàng tiêu dùng và trang trí,OTC,15297333
ENF,,OTC,6831564
ErnstYoung,,Khác,0
ETCC,,OTC,0
Eurowindow,,OTC,76500000
EVN,,Khác,0
Eximland,,OTC,0
EYvn,,Khác,0
FAC,,Khác,0
FACOM,,Khác,0
FADACO,,Khác,0
Falcon,,OTC,0
FanansaFund,,Khác,0
FBT,"Thực phẩm, đồ uống và thuốc lá",OTC,15000000
FCB,,Khác,300000000
FDG,Phân phối và bán lẻ hàng lâu bền,OTC,13200000
FDT,Dịch vụ chuyên biệt và thương mại,OTC,3054500
FECREDIT,,Khác,0
FENB,,Khác,0
FHH,,OTC,0
FIS,,OTC,44662295
Foodinco,,OTC,0
Formach,,OTC,0
FPC,Tư liệu sản xuất,OTC,13106292
FPTCapital,,OTC,0
FPTTrading,,OTC,30000000
FritHue,,OTC,0
FSS,,OTC,0
FTV,,OTC,0
FubonVN,,Khác,0
FUCTVGF1,Dịch vụ tài chính,Khác,15000000
FUCTVGF2,Dịch vụ tài chính,Khác,17000000
Fullhouse,,Khác,0
FWDVN,,Khác,0
GachThaiBinh,,OTC,0
GAFC,,Khác,0
GANGTHEPLAOCAI,,OTC,0
GaoXKTN,,Khác,0
GBS,Dịch vụ tài chính,OTC,13500000
GCC,,OTC,3300000
GDC,,OTC,0
GE2,Dịch vụ tiện ích,OTC,262500
GEC,,OTC,0
Gefoseco,,OTC,2500000
Geleximco,,OTC,0
Gelimex,,OTC,0
Generalimex,,OTC,0
GeneraliVN,,Khác,0
Genesis,,OTC,0
Genexim,,OTC,3250000
GENIMEX,,Khác,0
Gentraco,,OTC,0
Getraco,,OTC,751770
GFC,Phân phối và bán lẻ hàng lâu bền,OTC,0
GGS,"Thực phẩm, đồ uống và thuốc lá",OTC,11010000
GHA,Nguyên vật liệu,Khác,2616960
GiaCatAudit,,Khác,0
GiaDinhCo,,OTC,0
GiaDungPhongPhu,,OTC,0
GiaiPhapS2P,,OTC,0
GiaLam,,Khác,0
GiaoThong,,OTC,0
GiaoThong2,,OTC,0
GiaoThongQN,,OTC,0
GiaSangSteel,,OTC,0
GiayDepWEC,,OTC,0
GiayHaiDuong,,OTC,0
GiayHaNoi,,OTC,5000000
GiayLamSon,,OTC,0
GiayLeHoa,,OTC,0
GID,,OTC,0
GLH,,OTC,0
GLS,,OTC,13500000
GocVietAudit,,Khác,0
GoldenGate,,OTC,0
GPBank,,Khác,200000000
GQN,"Thực phẩm, đồ uống và thuốc lá",OTC,846000
GrantThornton,,Khác,0
GreatEastern,,Khác,0
GRL,,OTC,0
Groupama,,Khác,0
GSC,,OTC,30000000
GT6,,OTC,0
GTC,"Thực phẩm, đồ uống và thuốc lá",OTC,1032243
GTH,Tư liệu sản xuất,OTC,2735500
GTI,,Campuchia,0
GTK,Hàng tiêu dùng và trang trí,OTC,7700000
GTN,"Thực phẩm, đồ uống và thuốc lá",Khác,250000000
H22,,OTC,0
HAA,,Khác,0
HAB,Truyền thông và giải trí,OTC,2000000
Habac,,OTC,1488970
HaChau,,OTC,0
HACO,,OTC,1000000
HADIC,,OTC,0
HAFIC,,OTC,0
HaiAn,,OTC,0
Haicatex,,OTC,0
HaiChau,,OTC,0
HaiPhongMarine,,OTC,12000000
HaiVanNam,,OTC,9970493
HAMC,,OTC,0
Hanaka,,OTC,0
HaNamNinh,,OTC,0
Haneco,,Khác,0
Hanexim,,OTC,0
HANOIAC,,Khác,0
HaNoiFood,,OTC,0
HaNoiFund,,Khác,0
HaNoiNonNuoc,,OTC,2600000
HaNoiOptic,,OTC,0
HaNoiTD,,OTC,0
Hanosimex,,OTC,150000
HANVIFA,,Khác,0
HanwhaLifeVN,,Khác,0
HAPHARCO,,OTC,0
Hapoco,,OTC,0
Haprosimex,,Khác,0
HapuIndus,,OTC,0
HAPULICO,,OTC,0
HARATOUR,,OTC,0
HARUTOUR,,OTC,0
HASCOM,,OTC,0
HATEXCO,,Khác,0
HaThanhAudit,,Khác,0
HaTienKienGiang,,OTC,0
HAW,,OTC,61500
HBB,Tổ chức tín dụng,Khác,405000000
HBE,Truyền thông và giải trí,OTC,2231058
HBI,Phát triển và quản lý bất động sản,OTC,51000000
HBW,Dịch vụ tiện ích,OTC,6679289
HCS,Vận tải,OTC,2250000
HD3,Phát triển và quản lý bất động sản,OTC,2000000
HDBS,,OTC,0
HDCC1,,OTC,43910
HDLinvest,,OTC,0
HDSAISON,,Khác,0
HDTAudit,,Khác,0
Heco,,OTC,0
HEM,Tư liệu sản xuất,OTC,38704650
Hemco,,OTC,0
HFIC,,Khác,0
HFS,Hàng tiêu dùng và trang trí,OTC,10000000
HFT,Dịch vụ tài chính,OTC,61500000
HGA,Dịch vụ chuyên biệt và thương mại,OTC,778181
HGC,Dịch vụ chuyên biệt và thương mại,OTC,55000
HGR,,OTC,10000
HGW,Dịch vụ tiện ích,OTC,24878291
HHA,Hàng tiêu dùng và trang trí,OTC,5896100
HHD,,OTC,0
HHL,Tư liệu sản xuất,OTC,2748270
HHR,Tư liệu sản xuất,OTC,1380000
